nome,dono,finalidade,link,status,revisao,proxima_revisao
Release Notes Carparts,Lucca Castilho Costa,Notas fictícias padronizadas,https://opal.google/app/18dTNITEyNP1dVxL5NCYC74FPGeEcdv0r,Publicado; editor Preview Console e Google Docs evidenciados,2026-09-18,2026-10-18
